Reaction ID,Objective Value
R05225,21.947873799725638
R05227,21.947873799725638
R05231,21.947873799725638
R05233,21.947873799725638
R05234,21.947873799725638
R05237,21.947873799725638
R05238,21.947873799725638
R05258,21.947873799725638
R05265,21.947873799725638
R05274,21.947873799725638
R05284,21.947873799725638
R05285,21.947873799725638
R05286,21.947873799725638
R05287,21.947873799725638
R05289,21.947873799725638
R05299,21.947873799725638
R05300,21.947873799725638
R05320,21.947873799725638
R05341,21.947873799725638
R05351,21.947873799725638
R05367,21.947873799725638
R05368,21.947873799725638
R05369,21.947873799725638
R05370,21.947873799725638
R05371,21.947873799725638
R05372,21.947873799725638
R05390,21.947873799725638
R05420,21.947873799725638
R05448,21.947873799725638
R05449,21.947873799725638
R05452,21.947873799725638
R05456,21.947873799725638
R05506,21.947873799725638
R05509,21.947873799725638
R05510,21.947873799725638
R05511,21.947873799725638
R05549,21.947873799725638
R05551,21.947873799725638
R05553,21.947873799725638
R05559,21.947873799725638
R05572,21.947873799725638
R05575,21.947873799725638
R05576,21.947873799725638
R05582,21.947873799725638
R05586,21.947873799725638
R05590,21.947873799725638
R05593,21.947873799725638
R05595,21.947873799725638
R05608,21.947873799725638
R05615,21.947873799725638
R05621,21.947873799725638
R05622,21.947873799725638
R05627,21.947873799725638
R05629,21.947873799725638
R05630,21.947873799725638
R05632,21.947873799725638
R05633,21.947873799725638
R05634,21.947873799725638
R05636,21.947873799725638
R05637,21.947873799725638
R05640,21.947873799725638
R05645,21.947873799725638
R05653,21.947873799725638
R05654,21.947873799725638
R05655,21.947873799725638
R05659,21.947873799725638
R05661,21.947873799725638
R05662,21.947873799725638
R05663,21.947873799725638
R05664,21.947873799725638
R05681,21.947873799725638
R05688,21.947873799725638
R05706,21.947873799725638
R05731,21.947873799725638
R05763,21.947873799725638
R05775,21.947873799725638
R05808,21.947873799725638
R05809,21.947873799725638
R05810,21.947873799725638
R05812,21.947873799725638
R05813,21.947873799725638
R05814,21.947873799725638
R05815,21.947873799725638
R05823,21.947873799725638
R05837,21.947873799725638
R05861,21.947873799725638
R05862,21.947873799725638
R05863,21.947873799725638
R05884,21.947873799725638
R06171,21.947873799725638
R06180,21.947873799725638
R06286,21.947873799725638
