,ids,growth,status
487,{'R01051'},21.947873799725592,optimal
488,{'R02858'},21.947873799725592,optimal
489,{'R01631'},21.947873799725592,optimal
490,{'R00505'},21.947873799725592,optimal
491,{'R07706'},21.947873799725592,optimal
492,{'R05050'},21.947873799725592,optimal
493,{'R01737'},20.830381181805027,optimal
494,{'R07934'},21.947873799725592,optimal
495,{'R01064'},21.94787379972565,optimal
496,{'EX_C00009_e'},20.99737532808351,optimal
497,{'R00588'},21.94787379972562,optimal
498,{'R07268'},21.947873799725638,optimal
499,{'R00289'},0.0,optimal
500,{'R05223'},21.94787379972567,optimal
501,{'R08312'},21.947873799725713,optimal
502,{'R02926'},21.947873799725713,optimal
503,{'R00660'},21.947873799725713,optimal
504,{'R00762'},21.947873799725713,optimal
505,{'R00891'},21.947873799725713,optimal
506,{'R_Guanosine'},21.947873799725713,optimal
507,{'R00765'},21.947873799725638,optimal
508,{'R_Oxygen'},15.564202334630307,optimal
509,{'R08175'},21.94787379972571,optimal
510,{'R08287'},21.947873799725667,optimal
511,{'R00357'},21.947873799725667,optimal
512,{'R01818'},21.947873799725667,optimal
513,{'R07022'},21.947873799725667,optimal
514,{'EX_C00160_e'},21.947873799725667,optimal
515,{'R07973'},21.947873799725667,optimal
516,{'R04203'},21.947873799725667,optimal
517,{'R05681'},21.947873799725667,optimal
518,{'R_Carnitine'},21.947873799725667,optimal
519,{'R05448'},21.947873799725667,optimal
520,{'R02508'},21.947873799725667,optimal
521,{'R01015'},21.947873799725667,optimal
522,{'R_Formylanthranilate'},21.871202916160396,optimal
523,{'R05837'},21.94787379972562,optimal
524,{'R_Cardiolipin'},21.94787379972564,optimal
525,{'R01482'},21.94787379972564,optimal
526,{'R07916'},21.94787379972564,optimal
527,{'R07687'},21.94787379972564,optimal
528,{'R_L-Tryptophan'},21.94787379972564,optimal
529,{'R01092'},21.28263337116913,optimal
530,{'R07066'},21.947873799725638,optimal
531,{'R00965'},21.947873799725652,optimal
532,{'R04726'},21.947873799725652,optimal
533,{'R00426'},21.947873799725652,optimal
534,{'R05286'},21.947873799725652,optimal
535,{'R00238'},21.947873799725652,optimal
536,{'R00512'},21.947873799725652,optimal
537,{'R01353'},21.709633649932158,optimal
538,{'R07891'},21.94787379972566,optimal
539,{'R05506'},21.947873799725635,optimal
540,{'R04026'},21.947873799725635,optimal
541,{'R00769'},21.947873799725635,optimal
542,{'R03231'},21.947873799725635,optimal
543,{'R_Peptidoglycan'},21.947873799725635,optimal
544,{'R06883'},21.947873799725635,optimal
545,{'R07100'},21.947873799725635,optimal
546,{'R04746'},21.947873799725635,optimal
547,{'R01639'},21.947873799725635,optimal
548,{'R04952'},21.947873799725635,optimal
549,{'R_L-Lysine'},21.947873799725635,optimal
550,{'R00571'},21.947873799725635,optimal
551,{'R06978'},21.947873799725635,optimal
552,{'R06529'},21.947873799725635,optimal
553,{'R04566'},21.947873799725635,optimal
554,{'R00985'},21.947873799725635,optimal
555,{'R04771'},21.947873799725635,optimal
556,{'R00986'},21.947873799725635,optimal
557,{'R05605'},20.83981337480554,optimal
558,{'R01230'},21.94787379972581,optimal
559,{'EX_C00148_e'},21.815175221013806,optimal
560,{'R02557'},21.947873799725635,optimal
