Metabolite ID,Name,Formula/Composition,Compartment
C20390,"N-Acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",C58H97NO12P2,Cytosol
G13118,Glycan,(GlcNAc)1 (PP-C50)1,Cytosol
G13164,Glycan,(GlcNAc)1 (PP-Und)1,Cytosol
C00596,"2-Hydroxy-2,4-pentadienoate",C5H6O3,Cytosol
C04479,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",C9H10O6,Cytosol
C12624,2-Hydroxy-6-ketononatrienedioate,C9H8O6,Cytosol
C00263,L-Homoserine,C4H9NO3,Cytosol
C15613,"(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",C48H80N7O20P3S,Cytosol
C17343,"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",C48H80N7O20P3S,Cytosol
C17345,"(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C48H80N7O19P3S,Cytosol
C17346,"(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C48H80N7O19P3S,Cytosol
C23011,(25R)-3-Oxocholest-4-en-26-oyl-CoA,C48H76N7O18P3S,Cytosol
C20840,(25S)-3-Oxocholest-4-en-26-oyl-CoA,C48H76N7O18P3S,Cytosol
C16848,6-Deoxy-5-ketofructose 1-phosphate,C6H11O8P,Cytosol
C16849,Hydroxypyruvaldehyde phosphate,C3H5O6P,Cytosol
C03508,L-2-Amino-3-oxobutanoic acid,C4H7NO3,Cytosol
C03680,4-Imidazolone-5-propanoate,C6H8N2O3,Cytosol
C00439,N-Formimino-L-glutamate,C6H10N2O4,Cytosol
C01045,N-Formyl-L-glutamate,C6H9NO5,Cytosol
C00785,Urocanate,C6H6N2O2,Cytosol
C11907,dTDP-4-oxo-6-deoxy-D-glucose,C16H24N2O15P2,Cytosol
C00688,dTDP-4-dehydro-beta-L-rhamnose,C16H24N2O15P2,Cytosol
C00422,Triacylglycerol,C6H5O6R3,Cytosol
C01629,Wax ester,,Cytosol
C00636,D-Mannose 1-phosphate,C6H13O9P,Cytosol
C19153,Coenzyme F420-0,C19H22N3O12P,Cytosol
C22277,Dehydro coenzyme F420-0,C19H20N3O12P,Cytosol
C20416,"alpha-L-Rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",C64H107NO16P2,Cytosol
C15667,5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole,C9H14N3O9P,Cytosol
C04751,1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,C9H14N3O9P,Cytosol
C04675,3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA,C32H52N7O20P3S,Cytosol
C16466,7-Methyl-3-oxo-6-octenoyl-CoA,C30H48N7O18P3S,Cytosol
C05921,Biotinyl-5'-AMP,C20H28N7O9PS,Cytosol
C06249,Apo-[carboxylase],C7H13N3O2R2,Cytosol
C01825,L-Galactose,C6H12O6,Cytosol
C01115,"L-Galactono-1,4-lactone",C6H10O6,Cytosol
C01019,L-Fucose,C6H12O5,Cytosol
C18028,"L-Fucono-1,5-lactone",C6H10O5,Cytosol
C01720,L-Fuconate,C6H12O6,Cytosol
C03827,2-Dehydro-3-deoxy-L-fuconate,C6H10O5,Cytosol
C00309,D-Ribulose,C5H10O5,Cytosol
C00620,alpha-D-Ribose 1-phosphate,C5H11O8P,Cytosol
C00294,Inosine,C10H12N4O5,Cytosol
C00672,2-Deoxy-D-ribose 1-phosphate,C5H11O7P,Cytosol
C00387,Guanosine,C10H13N5O5,Cytosol
C03150,Nicotinamide-beta-riboside,C11H15N2O5,Cytosol
C05841,Nicotinate D-ribonucleoside,C11H14NO6,Cytosol
C01762,Xanthosine,C10H12N4O6,Cytosol
C00559,Deoxyadenosine,C10H13N5O3,Cytosol
C05512,Deoxyinosine,C10H12N4O4,Cytosol
C15586,N-D-Ribosylpurine,C10H12N4O4,Cytosol
C15587,Purine,C5H4N4,Cytosol
C20463,Purine deoxyribonucleoside,C10H12N4O3,Cytosol
C00214,Thymidine,C10H14N2O5,Cytosol
C00526,Deoxyuridine,C9H12N2O5,Cytosol
C12739,5'-Deoxy-5-fluorouridine,C9H11FN2O5,Cytosol
C16637,5-Deoxyribose-1-phosphate,C5H11O7P,Cytosol
C11736,5-Fluorodeoxyuridine,C9H11FN2O5,Cytosol
C00475,Cytidine,C9H13N3O5,Cytosol
C00299,Uridine,C9H12N2O6,Cytosol
C00881,Deoxycytidine,C9H13N3O4,Cytosol
C16635,5'-Deoxy-5-fluorocytidine,C9H12FN3O4,Cytosol
C09822,Cyclohexane-1-carboxylate,C7H12O2,Cytosol
C04404,trans-4-Hydroxycyclohexanecarboxylate,C7H12O3,Cytosol
C05379,Oxalosuccinate,C6H6O7,Cytosol
C15532,N-Acetyl-L-citrulline,C8H15N3O4,Cytosol
C04734,1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,C10H15N4O9P,Cytosol
C03838,5'-Phosphoribosylglycinamide,C7H15N2O8P,Cytosol
C04376,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,Cytosol
C01089,(R)-3-Hydroxybutanoate,C4H8O3,Cytosol
C16618,6-Thioxanthine 5'-monophosphate,C10H13N4O8PS,Cytosol
C11821,5-Hydroxyisourate,C5H4N4O4,Cytosol
C12248,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C5H6N4O5,Cytosol
C16361,"1,3,7-Trimethyluric acid",C8H10N4O3,Cytosol
C16362,"3,6,8-Trimethylallantoin",C7H12N4O3,Cytosol
C00302,Glutamate,C5H9NO4,Cytosol
C05527,3-Sulfinylpyruvate,C3H4O5S,Cytosol
C05946,(4R)-4-Hydroxy-2-oxoglutarate,C5H6O6,Cytosol
C19847,Demethylmenaquinol,C15H16O2(C5H8)n,Cytosol
C19858,"2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol",C12H16O3(C5H8)n,Cytosol
C03160,2-Succinylbenzoyl-CoA,C32H44N7O20P3S,Cytosol
C05847,all-trans-Polyprenyl diphosphate,C5H12O7P2(C5H8)n,Cytosol
C00430,5-Aminolevulinate,C5H9NO3,Cytosol
C03741,(S)-4-Amino-5-oxopentanoate,C5H9NO3,Cytosol
C00931,Porphobilinogen,C10H14N2O4,Cytosol
C01157,Hydroxyproline,C5H9NO3,Cytosol
C03231,3-Methylglutaconyl-CoA,C27H42N7O19P3S,Cytosol
C04640,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine,C8H16N3O8P,Cytosol
C03090,5-Phosphoribosylamine,C5H12NO7P,Cytosol
C00819,D-Glutamine,C5H10N2O3,Cytosol
C04823,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole,C13H19N4O12P,Cytosol
C03794,"N6-(1,2-Dicarboxyethyl)-AMP",C14H18N5O11P,Cytosol
C22395,N6-Succino-2-amino-2'-deoxyadenylate,C14H19N6O10P,Cytosol
C05519,L-Allothreonine,C4H9NO3,Cytosol
C00447,"Sedoheptulose 1,7-bisphosphate",C7H16O13P2,Cytosol
C03431,S-Inosyl-L-homocysteine,C14H19N5O6S,Cytosol
C19787,5'-S-Methyl-5'-thioinosine,C11H14N4O4S,Cytosol
C16327,OPC8-CoA,C39H64N7O18P3S,Cytosol
C16168,"(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA",C45H70N7O17P3S,Cytosol
C16374,"(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA",C45H68N7O17P3S,Cytosol
C16172,"(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA",C45H72N7O17P3S,Cytosol
C16387,"(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexaenoyl-CoA",C45H70N7O17P3S,Cytosol
C00956,L-2-Aminoadipate,C6H11NO4,Cytosol
