Metabolite ID,Name,Formula/Composition,Compartment,PubChem ID
C07535,Benzo[a]pyrene,C20H12,Cytosol,9738
C14849,"Benzo[a]pyrene-9,10-oxide",C20H12O,Cytosol,17395847
C14850,"Benzo[a]pyrene-7,8-oxide",C20H12O,Cytosol,17395848
C14851,"Benzo[a]pyrene-4,5-oxide",C20H12O,Cytosol,17395849
C14852,"Benzo[a]pyrene-7,8-dihydrodiol",C20H14O2,Cytosol,17395850
C14853,"Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide",C20H14O3,Cytosol,17395851
C14556,9-Hydroxybenzo[a]pyrene,C20H12O,Cytosol,17395556
C14854,"9-Hydroxybenzo[a]pyrene-4,5-oxide",C20H12O2,Cytosol,17395852
C16641,Irinotecan,C33H38N4O6,Cytosol,51090967
C16542,APC,C33H38N4O8,Cytosol,51090871
C16543,NPC,C28H30N4O6,Cytosol,51090872
C12518,Glutaral,C5H8O2,Cytosol,582908
C06174,Codeine,C18H21NO3,Cytosol,8425
C16576,Norcodeine,C17H19NO3,Cytosol,51090905
C16546,N-Desmethyltamoxifen,C25H27NO,Cytosol,51090875
C05011,Hydroxytamoxifen,C26H29NO2,Cytosol,7494
C16547,Endoxifen,C25H27NO2,Cytosol,51090876
C16544,alpha-Hydroxytamoxifen,C26H29NO2,Cytosol,51090873
C16548,"N,N-Didesmethyltamoxifen",C24H25NO,Cytosol,51090877
C16549,alpha-Hydroxy-N-desmethyltamoxifen,C25H27NO2,Cytosol,51090878
C07888,Cyclophosphamide,C7H15Cl2N2O2P,Cytosol,10090
C07643,4-Hydroxycyclophosphamide,C7H15Cl2N2O3P,Cytosol,9845
C07644,4-Ketocyclophosphamide,C7H13Cl2N2O3P,Cytosol,9846
C16553,4-Hydroxyifosfamide,C7H15Cl2N2O3P,Cytosol,51090882
C07073,Lidocaine,C14H22N2O,Cytosol,9284
C16561,Monoethylglycinexylidide,C12H18N2O,Cytosol,51090890
C16560,3-Hydroxylidocaine,C14H22N2O2,Cytosol,51090889
C07501,Felbamate,C11H14N2O4,Cytosol,9704
C16584,p-Hydroxyfelbamate,C11H14N2O5,Cytosol,51090912
C16582,2-Hydroxyfelbamate,C11H14N2O5,Cytosol,51090910
C06868,Carbamazepine,C15H12N2O,Cytosol,9085
C07496,"Carbamazepine-10,11-epoxide",C15H12N2O2,Cytosol,9699
C16602,3-Hydroxycarbamazepine,C15H12N2O2,Cytosol,51090928
C16601,2-Hydroxycarbamazepine,C15H12N2O2,Cytosol,51090927
C16604,2-Hydroxyiminostilbene,C14H11NO,Cytosol,51090930
C07163,Methadone,C21H27NO,Cytosol,9372
C16659,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",C20H23N,Cytosol,51090983
C16660,"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline",C19H21N,Cytosol,51090984
C08012,Levomethadyl acetate,C23H31NO2,Cytosol,10212
C16661,L-alpha-Acetyl-N-normethadol,C22H29NO2,Cytosol,51090985
C16662,"L-alpha-Acetyl-N,N-dinormethadol",C21H27NO2,Cytosol,51090986
C16453,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,C10H13N3O2,Cytosol,47205749
C19566,4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone,C10H13N3O3,Cytosol,124490238
C00072,Ascorbate,C6H8O6,Cytosol,3372
C01041,Monodehydroascorbate,C6H7O6,Cytosol,4283
C00488,Formamide,CH3NO,Cytosol,3771
C03196,(S)-2-Hydroxyglutarate,C5H8O5,Cytosol,6073
C02091,(S)-Ureidoglycine,C3H7N3O3,Cytosol,5176
C00603,(S)-Ureidoglycolate,C3H6N2O4,Cytosol,3878
C00328,L-Kynurenine,C10H12N2O3,Cytosol,3622
C03227,3-Hydroxy-L-kynurenine,C10H12N2O4,Cytosol,6099
C02700,L-Formylkynurenine,C11H12N2O4,Cytosol,5664
C05653,Formylanthranilate,C8H7NO3,Cytosol,7964
C01217,"5,6,7,8-Tetrahydromethanopterin",C30H45N6O16P,Cytosol,4439
C00213,Sarcosine,C3H7NO2,Cytosol,3513
C02218,Dehydroalanine,C3H5NO2,Cytosol,5284
C00234,10-Formyltetrahydrofolate,C20H23N7O7,Cytosol,3533
C00669,gamma-L-Glutamyl-L-cysteine,C8H14N2O5S,Cytosol,3938
C01036,4-Maleylacetoacetate,C8H8O6,Cytosol,4279
C00185,Cellobiose,C12H22O11,Cytosol,3485
C00844,Prunasin,C14H17NO6,Cytosol,4101
C00561,Mandelonitrile,C8H7NO,Cytosol,3841
C01898,Cellodextrin,H2O(C6H10O5)n,Cytosol,5010
C08325,Amygdalin,C20H27NO11,Cytosol,10523
C00963,beta-D-Glucoside,C6H11O6R,Cytosol,4214
C01335,ROH,HOR,Cytosol,4543
C05713,Cyanoglycoside,C8H11NO6R2,Cytosol,8020
C05712,Cyanohydrin,C2HNOR2,Cytosol,8019
C05839,cis-beta-D-Glucosyl-2-hydroxycinnamate,C15H18O8,Cytosol,8132
C05838,cis-2-Hydroxycinnamate,C9H8O3,Cytosol,8131
C05143,Dhurrin,C14H17NO7,Cytosol,7561
C03742,(S)-4-Hydroxymandelonitrile,C8H7NO2,Cytosol,6505
C08334,Lotaustralin,C11H19NO6,Cytosol,10532
C18796,(2R)-2-Hydroxy-2-methylbutanenitrile,C5H9NO,Cytosol,124489470
C01594,Linamarin,C10H17NO6,Cytosol,4749
C02659,Acetone cyanohydrin,C4H7NO,Cytosol,5632
C10216,Daidzin,C21H20O9,Cytosol,12402
C10208,Daidzein,C15H10O4,Cytosol,12394
C09126,Genistin,C21H20O10,Cytosol,11318
C06563,Genistein,C15H10O5,Cytosol,8792
C05623,Isoquercitrin,C21H20O12,Cytosol,7940
C00389,Quercetin,C15H10O7,Cytosol,3679
C09099,Naringenin 7-O-beta-D-glucoside,C21H22O10,Cytosol,11291
C00509,Naringenin,C15H12O5,Cytosol,3792
C00436,N-Carbamoylputrescine,C5H13N3O,Cytosol,3725
C00429,"5,6-Dihydrouracil",C4H6N2O2,Cytosol,3718
C21028,"(R)-5,6-Dihydrothymine",C5H8N2O2,Cytosol,254816253
C16630,"5,6-Dihydro-5-fluorouracil",C4H5FN2O2,Cytosol,51090956
C16631,alpha-Fluoro-beta-ureidopropionic acid,C4H7FN2O3,Cytosol,51090957
C04308,Phosphatidyl-N-dimethylethanolamine,C9H16NO8PR2,Cytosol,6966
C01241,Phosphatidyl-N-methylethanolamine,C8H14NO8PR2,Cytosol,4462
C00417,cis-Aconitate,C6H6O6,Cytosol,3707
C01024,Hydroxymethylbilane,C40H46N4O17,Cytosol,4269
C00340,Reduced rubredoxin,,Cytosol,3633
C00435,Oxidized rubredoxin,,Cytosol,3724
C16221,(2E)-Octadecenoyl-[acp],C18H33OSR,Cytosol,47205529
C04088,Octadecanoyl-[acyl-carrier protein],C18H35OSR,Cytosol,6780
C20374,Enoylglutaryl-[acp] methyl ester,C6H7O3SR,Cytosol,163312112
C20378,Enoylpimeloyl-[acp] methyl ester,C8H11O3SR,Cytosol,163312116
C00431,5-Aminopentanoate,C5H11NO2,Cytosol,3720
C00937,(R)-Lactaldehyde,C3H6O2,Cytosol,4189
C01384,Maleic acid,C4H4O4,Cytosol,4579
C11537,(2R)-3-Sulfolactate,C3H6O6S,Cytosol,13704
C05528,3-Sulfopyruvate,C3H4O6S,Cytosol,7871
C04188,S-Methyl-5-thio-D-ribose 1-phosphate,C6H13O7PS,Cytosol,6864
C04582,S-Methyl-5-thio-D-ribulose 1-phosphate,C6H13O7PS,Cytosol,7183
C15650,"2,3-Diketo-5-methylthiopentyl-1-phosphate",C6H11O6PS,Cytosol,17396640
C15606,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",C6H10O3S,Cytosol,17396598
C08276,3-(Methylthio)propanoate,C4H8O2S,Cytosol,10474
C01180,4-Methylthio-2-oxobutanoic acid,C5H8O3S,Cytosol,4407
C17556,"di-trans,poly-cis-Undecaprenyl phosphate",C55H91O4P,Cytosol,96023901
C16241,(R)-Lipoate,C8H14O2S2,Cytosol,47205549
C16238,Lipoyl-AMP,C18H26N5O8PS2,Cytosol,47205546
C06423,Octanoic acid,C8H16O2,Cytosol,8658
C02147,Dihydrolipoate,C8H16O2S2,Cytosol,5225
C22161,Dihydrolipoyl-AMP,C18H28N5O8PS2,Cytosol,405226352
C05893,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C94H156N8O26P2,Cytosol,8181
C05894,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C94H157N9O25P2,Cytosol,8182
C00582,Phenylacetyl-CoA,C29H42N7O17P3S,Cytosol,3861
C19946,"3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde",C29H44N7O19P3S,Cytosol,135626412
C03427,Prephytoene diphosphate,C40H68O7P2,Cytosol,6254
C05421,15-cis-Phytoene,C40H64,Cytosol,7785
C05413,all-trans-Phytoene,C40H64,Cytosol,7779
C02630,2-Hydroxyglutarate,C5H8O5,Cytosol,5610
C03058,2-Hydroxyglutaryl-CoA,C26H42N7O20P3S,Cytosol,5958
C14143,Adipyl-CoA,C27H44N7O19P3S,Cytosol,7846955
C03589,4-Hydroxy-2-oxopentanoate,C5H8O4,Cytosol,6380
C04083,N6-(Delta2-Isopentenyl)-adenine,C10H13N5,Cytosol,6776
C00147,Adenine,C5H5N5,Cytosol,3447
C07330,3-Methyl-2-butenal,C5H8O,Cytosol,9538
C00230,"3,4-Dihydroxybenzoate",C7H6O4,Cytosol,3529
C02527,Butanoylphosphate,C4H9O5P,Cytosol,5535
C00204,2-Dehydro-3-deoxy-D-gluconate,C6H10O6,Cytosol,3504
C04349,"(4S)-4,6-Dihydroxy-2,5-dioxohexanoate",C6H8O6,Cytosol,6998
C05811,2-Octaprenyl-6-hydroxyphenol,C46H70O2,Cytosol,8106
C05812,2-Octaprenyl-6-methoxyphenol,C47H72O2,Cytosol,8107
C17551,2-Polyprenyl-6-hydroxyphenol,C11H14O2(C5H8)n,Cytosol,96023896
C17552,2-Polyprenyl-6-methoxyphenol,C12H16O2(C5H8)n,Cytosol,96023897
C21860,3-Demethylubiquinol,C13H18O4(C5H8)n,Cytosol,375580952
C01353,Carbonic acid,H2CO3,Cytosol,4557
C04046,"3-D-Glucosyl-1,2-diacylglycerol",C11H16O10R2,Cytosol,6747
C06040,Diglucosyldiacylglycerol,C17H26O15R2,Cytosol,8311
G13181,Glycan,(DAG)1 (Glc)1,Cytosol,
G13182,Glycan,(DAG)1 (Glc)2,Cytosol,
C00751,Squalene,C30H50,Cytosol,4013
C06310,Diploptene,C30H50,Cytosol,8546
C06309,Diplopterol,C30H52O,Cytosol,8545
C05414,all-trans-Phytofluene,C40H62,Cytosol,7780
C05430,all-trans-zeta-Carotene,C40H60,Cytosol,7794
C15857,"9,9'-dicis-zeta-Carotene",C40H60,Cytosol,47205177
C02061,Plastoquinone,C8H8O2(C5H8)n,Cytosol,5150
C19764,"9,15,9'-tricis-zeta-Carotene",C40H60,Cytosol,135626231
C16693,Plastoquinol,C8H10O2(C5H8)n,Cytosol,51091015
C19765,"15,9'-dicis-Phytofluene",C40H62,Cytosol,135626232
C01163,"3-Carboxy-cis,cis-muconate",C7H6O6,Cytosol,4390
C01424,Gallate,C7H6O5,Cytosol,4609
C03671,"2-Pyrone-4,6-dicarboxylate",C7H4O6,Cytosol,6447
C01278,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C7H6O6,Cytosol,4497
C03586,"2-Oxo-2,3-dihydrofuran-5-acetate",C6H6O4,Cytosol,6377
C00846,3-Oxoadipate,C6H8O5,Cytosol,4103
C19944,"3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C19H24O3,Cytosol,135626410
C04793,"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C19H24O4,Cytosol,7356
C00497,(R)-Malate,C4H6O5,Cytosol,3780
C00898,"(R,R)-Tartaric acid",C4H6O6,Cytosol,4154
C00552,meso-Tartaric acid,C4H6O6,Cytosol,3833
C03459,2-Hydroxy-3-oxosuccinate,C4H4O6,Cytosol,6279
C05575,Hercynine,C9H16N3O2,Cytosol,7901
C20995,gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide,C17H28N5O8S,Cytosol,254741453
C20994,S-(Hercyn-2-yl)-L-cysteine S-oxide,C12H21N4O5S,Cytosol,254741452
C21015,gamma-L-Glutamyl-L-2-aminobutyrate,C9H16N2O5,Cytosol,254741469
C00643,5-Hydroxy-L-tryptophan,C11H12N2O3,Cytosol,3916
C05651,5-Hydroxykynurenine,C10H12N2O4,Cytosol,7962
C01242,[Protein]-S8-aminomethyldihydrolipoyllysine,C9H19N2OS2R,Cytosol,4463
C05980,Cardiolipin,C13H18O17P2R4,Cytosol,8259
C01132,N-Acetyl-D-galactosamine,C8H15NO6,Cytosol,4363
C04737,alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide,C37H66NO18R,Cytosol,7308
C03272,Globoside,C45H79N2O23R,Cytosol,6133
C04730,GM3,C42H73N2O21R,Cytosol,7301
G00094,Glycan,(Gal)2 (GalNAc)1 (Glc)1 (Cer)1,Cytosol,
G00093,Glycan,(Gal)2 (Glc)1 (Cer)1,Cytosol,
G00092,Glycan,(Gal)1 (Glc)1 (Cer)1,Cytosol,
G00108,Glycan,(Gal)1 (Glc)1 (Neu5Ac)1 (Cer)1,Cytosol,
G13074,Glycan,(Gal)1 (GlcNAc)2 (S)1,Cytosol,
G01391,Glycan,(Gal)1 (GlcNAc)1 (S)1,Cytosol,
C04132,N-Acetyl-D-glucosamine 6-sulfate,C8H15NO9S,Cytosol,6818
G13056,Glycan,(GlcNAc)4 (LFuc)1 (Man)3 (Xyl)1 (Asn)1,Cytosol,
G10665,Glycan,(GlcNAc)2 (LFuc)1 (Man)3 (Xyl)1 (Asn)1,Cytosol,
C22467,Gangliotriaosylceramide-II3 sulfate,C39H69N2O21SR,Cytosol,497619826
C03405,Lactosylceramide sulfate,C31H56NO16SR,Cytosol,6234
C00885,Isochorismate,C10H10O6,Cytosol,4141
C04171,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate",C7H8O4,Cytosol,6852
C03187,dTDP-6-deoxy-beta-L-talose,C16H26N2O15P2,Cytosol,6066
C03319,dTDP-L-rhamnose,C16H26N2O15P2,Cytosol,6171
C05691,Se-Adenosylselenomethionine,C15H23N6O5Se,Cytosol,7998
C11062,4-Hydroxybutyryl-CoA,C25H42N7O18P3S,Cytosol,13244
C03033,beta-D-Glucuronoside,C6H9O7R,Cytosol,5938
C00191,D-Glucuronate,C6H10O7,Cytosol,3491
C00069,Alcohol,HOR,Cytosol,3369
C05787,Bilirubin beta-diglucuronide,C45H52N4O18,Cytosol,8082
C05791,D-Urobilinogen,C33H42N4O6,Cytosol,8086
G13040,Glycan,(GlcA)2 (GlcNAc)1 (S)1,Cytosol,
G09660,Glycan,(GlcA)1 (GlcNAc)1 (S)1,Cytosol,
C04900,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide,C33H34O24,Cytosol,7450
C12632,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],C27H26O18,Cytosol,583022
C11376,SN38 glucuronide,C28H28N2O11,Cytosol,13550
C11173,SN-38,C22H20N2O5,Cytosol,13355
G00526,Glycan,(GlcA)2 (GlcNAc)2,Cytosol,
C00190,UDP-D-xylose,C14H22N2O16P2,Cytosol,3490
C01561,Calcidiol,C27H44O2,Cytosol,4719
C01673,Calcitriol,C27H44O3,Cytosol,4817
C07712,Secalciferol,C27H44O3,Cytosol,9914
C18231,Calcitetrol,C27H44O4,Cytosol,103061413
C16356,"1,7-Dimethyluric acid",C7H8N4O3,Cytosol,47205664
C12673,Tegafur,C8H9FN2O3,Cytosol,583063
C07649,5-FU,C4H3FN2O2,Cytosol,9851
C16835,Succinic aldehyde,C4H6O2,Cytosol,96023359
C07185,Valproic acid,C8H16O2,Cytosol,9394
C16648,2-n-Propyl-4-pentenoic acid,C8H14O2,Cytosol,51090972
C16649,4-Hydroxyvalproic acid,C8H16O3,Cytosol,51090973
C16650,5-Hydroxyvalproic acid,C8H16O3,Cytosol,51090974
C16651,3-Hydroxyvalproic acid,C8H16O3,Cytosol,51090975
C19563,4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone,C10H13N3O3,Cytosol,124490235
C19574,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,C10H15N3O2,Cytosol,124490246
C19577,"1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol",C10H15N3O3,Cytosol,124490249
C19580,alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol,C10H15N3O3,Cytosol,124490252
C15858,"7,9,7',9'-tetracis-Lycopene",C40H56,Cytosol,47205178
C05432,Lycopene,C40H56,Cytosol,7796
C03688,Apo-[acyl-carrier protein],,Cytosol,6463
C02348,(R)(-)-Allantoin,C4H6N4O3,Cytosol,5396
C02483,gamma-Tocopherol,C28H48O2,Cytosol,5496
C02477,alpha-Tocopherol,C29H50O2,Cytosol,5492
C14151,delta-Tocopherol,C27H46O2,Cytosol,7846963
C14152,beta-Tocopherol,C28H48O2,Cytosol,7846964
C14155,gamma-Tocotrienol,C28H42O2,Cytosol,7846967
C14153,alpha-Tocotrienol,C29H44O2,Cytosol,7846965
C14156,delta-Tocotrienol,C27H40O2,Cytosol,7846968
C14154,beta-Tocotrienol,C28H42O2,Cytosol,7846966
C00096,GDP-mannose,C16H25N5O16P2,Cytosol,3396
C02280,GDP-L-galactose,C16H25N5O16P2,Cytosol,5337
C15925,GDP-L-gulose,C16H25N5O16P2,Cytosol,47205243
C11133,Estrone glucuronide,C24H30O8,Cytosol,13315
C00486,Bilirubin,C33H36N4O6,Cytosol,3769
C00523,Androsterone,C19H30O2,Cytosol,3806
C11135,Androsterone glucuronide,C25H38O8,Cytosol,13317
C00535,Testosterone,C19H28O2,Cytosol,3817
C11134,Testosterone glucuronide,C25H36O8,Cytosol,13316
C11061,all-trans-Retinoyl-beta-glucuronide,C26H36O8,Cytosol,13243
C00951,Estradiol-17beta,C18H24O2,Cytosol,4202
C05503,Estradiol-17beta 3-glucuronide,C24H32O8,Cytosol,7856
C04373,Etiocholanolone,C19H30O2,Cytosol,7015
C11136,Etiocholan-3alpha-ol-17-one 3-glucuronide,C25H38O8,Cytosol,13318
C05299,2-Methoxyestrone,C19H24O3,Cytosol,7683
C11132,2-Methoxyestrone 3-glucuronide,C25H32O9,Cytosol,13314
C05302,2-Methoxy-17beta-estradiol,C19H26O3,Cytosol,7686
C11131,2-Methoxy-estradiol-17beta 3-glucuronide,C25H34O9,Cytosol,13313
C05141,Estriol,C18H24O3,Cytosol,7560
C05504,16-Glucuronide-estriol,C24H32O9,Cytosol,7857
C14869,Trichloroethanol glucuronide,C8H11Cl3O7,Cytosol,17395867
C16577,Codeine-6-glucuronide,C24H29NO9,Cytosol,51090906
C01516,Morphine,C17H19NO3,Cytosol,4681
C16643,Morphine-3-glucuronide,C23H27NO9,Cytosol,51090968
C16578,Morphine-6-glucuronide,C23H27NO9,Cytosol,51090907
C19605,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide,C16H23N3O8,Cytosol,124490274
C19606,NNAL-N-glucuronide,C16H23N3O8,Cytosol,124490275
C19645,Acceptor,,Cytosol,124490296
C19646,Acceptor beta-D-glucuronoside,,Cytosol,124490297
C04590,3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate,C23H41O6P,Cytosol,7189
C04638,"2,3-Bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate",C43H73O6P,Cytosol,7227
C19859,"5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol",C13H18O3(C5H8)n,Cytosol,135626326
C06735,Aminoacetaldehyde,C2H5NO,Cytosol,8957
C21295,5-Methylphenazine-1-carboxylate,C14H11N2O2,Cytosol,318172275
C01748,Pyocyanine,C13H10N2O,Cytosol,4882
C21442,Phenazine-1-carboxylate,C13H8N2O2,Cytosol,329728065
C21477,1-Hydroxyphenazine,C12H8N2O,Cytosol,329970429
C04534,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",C12H23O14P,Cytosol,7141
C06187,Arbutin 6-phosphate,C12H17O10P,Cytosol,8438
C00530,Hydroquinone,C6H6O2,Cytosol,3812
C06188,Salicin 6-phosphate,C13H19O10P,Cytosol,8439
C02323,Salicyl alcohol,C7H8O2,Cytosol,5375
C00418,(R)-Mevalonate,C6H12O4,Cytosol,3708
C00356,(S)-3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,Cytosol,3649
C00360,dAMP,C10H14N5O6P,Cytosol,3651
C03028,Thiamin triphosphate,C12H20N4O10P3S,Cytosol,5933
C22072,2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate,C9H14N2O8,Cytosol,384585131
C22073,2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate,C8H14N2O6,Cytosol,384585132
C03401,"L-2,3-Diaminopropanoate",C3H8N2O2,Cytosol,6231
C22074,2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate,C11H20N4O7,Cytosol,384585133
C22075,Staphyloferrin B,C16H24N4O11,Cytosol,384585134
C21559,N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate,C8H14N2O6,Cytosol,336445197
C01010,Urea-1-carboxylate,C2H4N2O3,Cytosol,4255
C06019,D-arabino-Hex-3-ulose 6-phosphate,C6H13O9P,Cytosol,8291
C03451,(R)-S-Lactoylglutathione,C13H21N3O8S,Cytosol,6272
C00514,D-Mannonate,C6H12O7,Cytosol,3797
C00513,CDP-glycerol,C12H21N3O13P2,Cytosol,3796
C04536,Magnesium protoporphyrin monomethyl ester,C35H34MgN4O4,Cytosol,7143
C11829,13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester,C35H34MgN4O5,Cytosol,13993
C11830,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester,C35H32MgN4O5,Cytosol,13994
C11831,Divinylprotochlorophyllide,C35H30MgN4O5,Cytosol,13995
C06424,Tetradecanoic acid,C14H28O2,Cytosol,8659
C05437,Zymosterol,C27H44O,Cytosol,7800
C04525,Fecosterol,C28H46O,Cytosol,7136
C01902,Cycloartenol,C30H50O,Cytosol,5012
C08830,24-Methylidenecycloartanol,C31H52O,Cytosol,11023
C01210,N-Methylethanolamine phosphate,C3H10NO4P,Cytosol,4432
C13482,Phosphodimethylethanolamine,C4H12NO4P,Cytosol,586220
C04297,"CDP-4-dehydro-3,6-dideoxy-D-glucose",C15H23N3O14P2,Cytosol,6956
C01219,CDP-4-dehydro-6-deoxy-D-glucose,C15H23N3O15P2,Cytosol,4441
C16155,UDP-L-Ara4O,C14H20N2O16P2,Cytosol,47205465
C16153,UDP-L-Ara4N,C14H23N3O15P2,Cytosol,47205463
C12323,L-4-Hydroxyphenylglycine,C8H9NO3,Cytosol,582713
C17355,Nocardicin G,C19H19N3O6,Cytosol,96023708
C20910,L-4-Hydroxyphenylglycyl-L-arginine,C14H21N5O4,Cytosol,254741373
C00740,D-Serine,C3H7NO3,Cytosol,4003
C00179,Agmatine,C5H14N4,Cytosol,3479
C00410,Progesterone,C21H30O2,Cytosol,3700
C03205,11-Deoxycorticosterone,C21H30O3,Cytosol,6081
C05497,21-Deoxycortisol,C21H30O4,Cytosol,7850
C00735,Cortisol,C21H30O5,Cytosol,3998
C01176,17alpha-Hydroxyprogesterone,C21H30O3,Cytosol,4403
C05488,11-Deoxycortisol,C21H30O4,Cytosol,7847
C01953,Pregnenolone,C21H32O2,Cytosol,5056
C05485,21-Hydroxypregnenolone,C21H32O3,Cytosol,7845
C05498,11beta-Hydroxyprogesterone,C21H30O3,Cytosol,7851
C02140,Corticosterone,C21H30O4,Cytosol,5219
C05138,17alpha-Hydroxypregnenolone,C21H32O3,Cytosol,7557
C05487,"17alpha,21-Dihydroxypregnenolone",C21H32O4,Cytosol,7846
C01215,2-(Acetamidomethylene)succinate,C7H9NO5,Cytosol,4437
C18054,2-Amino-2-deoxyisochorismate,C10H11NO5,Cytosol,96024274
C20144,"Androsta-1,4-diene-3,17-dione",C19H24O2,Cytosol,135626604
C19830,"(5S,6S)-6-Amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate",C7H9NO3,Cytosol,135626297
C19831,"(1R,6S)-6-Amino-5-oxocyclohex-2-ene-1-carboxylate",C7H9NO3,Cytosol,135626298
C21408,"(1R,6R)-1,4,5,5a,6,9-Hexahydrophenazine-1,6-dicarboxylate",C14H14N2O4,Cytosol,328082951
C21473,"(1R,5aS,6R)-4a-Hydroxy-1,4,4a,5,5a,6,9,10a-octahydrophenazine-1,6-dicarboxylate",C14H16N2O5,Cytosol,329970425
C00491,L-Cystine,C6H12N2O4S2,Cytosol,3774
C01962,Thiocysteine,C3H7NO2S2,Cytosol,5063
C02882,L-Cysteine-S-conjugate,C3H6NO2SR,Cytosol,5813
C00145,Thiol,HSR,Cytosol,3445
C03108,D-Glucosylsphingosine,C24H47NO7,Cytosol,6004
C04261,Protein N(pi)-phospho-L-histidine,C7H9N4O5PR2,Cytosol,6926
C00615,Protein histidine,C7H8N4O2R2,Cytosol,3889
C01094,D-Fructose 1-phosphate,C6H13O9P,Cytosol,4329
C02739,1-(5-Phospho-D-ribosyl)-ATP,C15H25N5O20P4,Cytosol,5699
C02741,Phosphoribosyl-AMP,C15H23N5O14P2,Cytosol,5701
C00305,Magnesium cation,Mg,Cytosol,3599
C03516,Magnesium protoporphyrin,C34H32MgN4O4,Cytosol,6325
C05435,gamma-Carotene,C40H56,Cytosol,7799
C02094,beta-Carotene,C40H56,Cytosol,5178
C05431,all-trans-Neurosporene,C40H58,Cytosol,7795
C05434,beta-Zeacarotene,C40H58,Cytosol,7798
C08586,delta-Carotene,C40H56,Cytosol,10779
C05433,alpha-Carotene,C40H56,Cytosol,7797
C16291,"7,8-Dihydro-beta-carotene",C40H58,Cytosol,47205599
C02743,[Protein]-L-cysteine,C4H6N2O2SR2,Cytosol,5703
C21440,[Protein]-S-sulfanyl-L-cysteine,C4H6N2O2S2R2,Cytosol,329728063
C15670,Heme A,C49H56FeN4O6,Cytosol,47204997
C00236,3-Phospho-D-glyceroyl phosphate,C3H8O10P2,Cytosol,3535
C00337,(S)-Dihydroorotate,C5H6N2O4,Cytosol,3630
C00295,Orotate,C5H4N2O4,Cytosol,3589
C04332,"6,7-Dimethyl-8-(D-ribityl)lumazine",C13H18N4O6,Cytosol,6983
C00255,Riboflavin,C17H20N4O6,Cytosol,3554
C04454,5-Amino-6-(5'-phospho-D-ribitylamino)uracil,C9H17N4O9P,Cytosol,7081
C01268,5-Amino-6-(5'-phosphoribosylamino)uracil,C9H15N4O9P,Cytosol,4487
C00380,Cytosine,C4H5N3O,Cytosol,3670
C02376,5-Methylcytosine,C5H7N3O,Cytosol,5418
C00178,Thymine,C5H6N2O2,Cytosol,3478
C00791,Creatinine,C4H7N3O,Cytosol,4049
C03294,N-Formylmethionyl-tRNA,C21H30N6O12PSR(C5H8O6PR)n,Cytosol,6151
C00362,dGMP,C10H14N5O7P,Cytosol,3653
C22441,dZMP,C10H15N6O6P,Cytosol,497619800
C01103,Orotidine 5'-phosphate,C10H13N2O11P,Cytosol,4337
